paises;quantidade_kg;valor;categorias;ano
Africa do Sul;-;-;Uvas frescas;2017
Alemanha, República Democrática;3.353.831;6.730.502;Uvas frescas;2017
Angola;-;-;Uvas frescas;2017
Antígua e Barbuda;-;-;Uvas frescas;2017
Arabia Saudita;-;-;Uvas frescas;2017
Argélia;-;-;Uvas frescas;2017
Argentina;2.872.152;5.757.072;Uvas frescas;2017
Áustria;-;-;Uvas frescas;2017
Bahamas;-;-;Uvas frescas;2017
Bahrein;-;-;Uvas frescas;2017
Bangladesh;-;-;Uvas frescas;2017
Barbados;-;-;Uvas frescas;2017
Barein;-;-;Uvas frescas;2017
Bélgica;-;-;Uvas frescas;2017
Belize;-;-;Uvas frescas;2017
Bermudas;-;-;Uvas frescas;2017
Bolívia;-;-;Uvas frescas;2017
Bosnia;-;-;Uvas frescas;2017
Brasil;-;-;Uvas frescas;2017
Bulgária;-;-;Uvas frescas;2017
Burquina Faso;-;-;Uvas frescas;2017
Cabo Verde;-;-;Uvas frescas;2017
Camarões;-;-;Uvas frescas;2017
Camores;-;-;Uvas frescas;2017
Canadá;12.983;74.228;Uvas frescas;2017
Catar;-;-;Uvas frescas;2017
Cayman, Ilhas;-;-;Uvas frescas;2017
Chile;-;-;Uvas frescas;2017
China;-;-;Uvas frescas;2017
Chipre;-;-;Uvas frescas;2017
Cingapura;-;-;Uvas frescas;2017
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2017
Colombia;-;-;Uvas frescas;2017
Congo;-;-;Uvas frescas;2017
Coreia do Norte;-;-;Uvas frescas;2017
Coreia do Sul;-;-;Uvas frescas;2017
Costa do Marfim;-;-;Uvas frescas;2017
Coveite;-;-;Uvas frescas;2017
Croácia;-;-;Uvas frescas;2017
Curaçao;-;-;Uvas frescas;2017
Dinamarca;-;-;Uvas frescas;2017
Djibuti;-;-;Uvas frescas;2017
Egito;-;-;Uvas frescas;2017
Emirados Arabes Unidos;1.645.205;4.252.353;Uvas frescas;2017
Eslovenia;-;-;Uvas frescas;2017
Espanha;28.872;51.966;Uvas frescas;2017
Estados Unidos;1.820.656;5.180.800;Uvas frescas;2017
Falkland (Ilhas Malvinas);-;-;Uvas frescas;2017
Faroé, Ilhas;-;-;Uvas frescas;2017
Filipinas;-;-;Uvas frescas;2017
Finlândia;111.720;202.785;Uvas frescas;2017
França;63;16;Uvas frescas;2017
Gabão;-;-;Uvas frescas;2017
Gana;-;-;Uvas frescas;2017
Georgia;-;-;Uvas frescas;2017
Gibraltar;-;-;Uvas frescas;2017
Grêcia;-;-;Uvas frescas;2017
Guadalupe;-;-;Uvas frescas;2017
Guiana;-;-;Uvas frescas;2017
Guiana Francesa;-;-;Uvas frescas;2017
Guine Equatorial;-;-;Uvas frescas;2017
Honduras;-;-;Uvas frescas;2017
Hong Kong;-;-;Uvas frescas;2017
Ilha de Man;-;-;Uvas frescas;2017
Ilhas Virgens;-;-;Uvas frescas;2017
Índia;-;-;Uvas frescas;2017
Indonésia;-;-;Uvas frescas;2017
Irã;-;-;Uvas frescas;2017
Irlanda;199.402;565.158;Uvas frescas;2017
Islandia;-;-;Uvas frescas;2017
Itália;-;-;Uvas frescas;2017
Japão;-;-;Uvas frescas;2017
Jérsei;-;-;Uvas frescas;2017
Jordânia;-;-;Uvas frescas;2017
Letonia;-;-;Uvas frescas;2017
Líbano;-;-;Uvas frescas;2017
Libéria;-;-;Uvas frescas;2017
Líbia;-;-;Uvas frescas;2017
Lituania;-;-;Uvas frescas;2017
Luxemburgo;1.416;2.074;Uvas frescas;2017
Malasia;-;-;Uvas frescas;2017
Malta;-;-;Uvas frescas;2017
Marrocos;-;-;Uvas frescas;2017
Marshall, Ilhas;-;-;Uvas frescas;2017
Martinica;-;-;Uvas frescas;2017
Mauricio;-;-;Uvas frescas;2017
Mauritânia;-;-;Uvas frescas;2017
Mexico;-;-;Uvas frescas;2017
Mônaco;-;-;Uvas frescas;2017
Mongólia;-;-;Uvas frescas;2017
Montenegro;-;-;Uvas frescas;2017
Nigéria;-;-;Uvas frescas;2017
Noruega;518.000;1.309.866;Uvas frescas;2017
Omã;-;-;Uvas frescas;2017
Países Baixos;24.328.153;50.499.751;Uvas frescas;2017
Panamá;-;-;Uvas frescas;2017
Paquistão;-;-;Uvas frescas;2017
Paraguai;-;-;Uvas frescas;2017
Polonia;-;-;Uvas frescas;2017
Porto Rico;-;-;Uvas frescas;2017
Portugal;13.155;21.707;Uvas frescas;2017
Reino Unido;9.034.528;20.326.592;Uvas frescas;2017
Republica Dominicana;-;-;Uvas frescas;2017
Romênia;-;-;Uvas frescas;2017
Russia,  Federação da;199.140;477.800;Uvas frescas;2017
Samoa Americana;-;-;Uvas frescas;2017
São Tomé e Principe;-;-;Uvas frescas;2017
São Vicente e Granadinas;-;-;Uvas frescas;2017
Serra Leoa;-;-;Uvas frescas;2017
Senegal;-;-;Uvas frescas;2017
Singapura;-;-;Uvas frescas;2017
Sri Lanka;-;-;Uvas frescas;2017
Suécia;249.805;501.518;Uvas frescas;2017
Suíça;-;-;Uvas frescas;2017
Suriname;-;-;Uvas frescas;2017
Tailândia;-;-;Uvas frescas;2017
Taiwan;-;-;Uvas frescas;2017
Togo;-;-;Uvas frescas;2017
Trindade e Tobago;-;-;Uvas frescas;2017
Turcas e Caicos, ilhas;-;-;Uvas frescas;2017
Turquia;-;-;Uvas frescas;2017
Tuvalu;-;-;Uvas frescas;2017
Uruguai;104.368;253.089;Uvas frescas;2017
Vanuatu;-;-;Uvas frescas;2017
Venezuela;-;-;Uvas frescas;2017
Vietnã;-;-;Uvas frescas;2017
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2017
Total;44.493.449;96.207.277;Uvas frescas;2017
África do Sul;-;-;Suco de uva;2017
Alemanha, República Democrática da;-;-;Suco de uva;2017
Angola;160;1.185;Suco de uva;2017
Antígua e Barbuda;-;-;Suco de uva;2017
Antilhas Holandesas;-;-;Suco de uva;2017
Arábia Saudita;-;-;Suco de uva;2017
Argélia;-;-;Suco de uva;2017
Argentina;780;5.843;Suco de uva;2017
Aruba;-;-;Suco de uva;2017
Austrália;800;3.047;Suco de uva;2017
Áustria;-;-;Suco de uva;2017
Bahamas;-;-;Suco de uva;2017
Bangladesh;-;-;Suco de uva;2017
Barbados;-;-;Suco de uva;2017
Barein;-;-;Suco de uva;2017
Bélgica;-;-;Suco de uva;2017
Belize;-;-;Suco de uva;2017
Benin;-;-;Suco de uva;2017
Bermudas;-;-;Suco de uva;2017
Birmânia;-;-;Suco de uva;2017
Bolívia;11.797;26.003;Suco de uva;2017
Cabo Verde;180;330;Suco de uva;2017
Camarões;1.159;2.441;Suco de uva;2017
Canadá;2.355;5.377;Suco de uva;2017
Catar;-;-;Suco de uva;2017
Cayman, Ilhas;-;-;Suco de uva;2017
Chile;1.448;2.208;Suco de uva;2017
China;16.815;32.594;Suco de uva;2017
Chipre;-;-;Suco de uva;2017
Cingapura;6.300;10.510;Suco de uva;2017
Colômbia;-;-;Suco de uva;2017
Congo;-;-;Suco de uva;2017
Coreia do Sul;-;-;Suco de uva;2017
Costa do Marfim;-;-;Suco de uva;2017
Costa Rica;3.026;12.611;Suco de uva;2017
Coveite;-;-;Suco de uva;2017
Cuba;-;-;Suco de uva;2017
Curaçao;810;1.872;Suco de uva;2017
Dinamarca;-;-;Suco de uva;2017
Dominica, Ilha de;-;-;Suco de uva;2017
El Salvador;-;-;Suco de uva;2017
Emirados Árabes Unidos;-;-;Suco de uva;2017
Equador;-;-;Suco de uva;2017
Espanha;-;-;Suco de uva;2017
Estados Unidos;32.252;69.200;Suco de uva;2017
Falkland (Malvinas);-;-;Suco de uva;2017
Filipinas;-;-;Suco de uva;2017
Finlândia;-;-;Suco de uva;2017
França;-;-;Suco de uva;2017
Gana;-;-;Suco de uva;2017
Gibraltar;-;-;Suco de uva;2017
Granada;-;-;Suco de uva;2017
Grêcia;-;-;Suco de uva;2017
Guatemala;-;-;Suco de uva;2017
Guiana;-;-;Suco de uva;2017
Guiana Francesa;-;-;Suco de uva;2017
Guiné Bissau;-;-;Suco de uva;2017
Guine Equatorial;-;-;Suco de uva;2017
Haiti;-;-;Suco de uva;2017
Hong Kong;19.211;33.468;Suco de uva;2017
Hungria;-;-;Suco de uva;2017
Ilha de Man;-;-;Suco de uva;2017
India;-;-;Suco de uva;2017
Indonêsia;-;-;Suco de uva;2017
Irã;-;-;Suco de uva;2017
Iraque;-;-;Suco de uva;2017
Irlanda;-;-;Suco de uva;2017
Israel;-;-;Suco de uva;2017
Itália;-;-;Suco de uva;2017
Iugoslâvia;-;-;Suco de uva;2017
Jamaica;-;-;Suco de uva;2017
Japão;1.890.810;5.330.360;Suco de uva;2017
Líbano;-;-;Suco de uva;2017
Libêria;-;-;Suco de uva;2017
Líbia;-;-;Suco de uva;2017
Luxemburgo;-;-;Suco de uva;2017
Malásia;-;-;Suco de uva;2017
Malta;-;-;Suco de uva;2017
Marshall, Ilhas;-;-;Suco de uva;2017
Mauritânia;-;-;Suco de uva;2017
México;76.435;279.378;Suco de uva;2017
Moçambique;-;-;Suco de uva;2017
Mônaco;-;-;Suco de uva;2017
Montenegro;-;-;Suco de uva;2017
Namíbia;-;-;Suco de uva;2017
Nigéria;-;-;Suco de uva;2017
Noruega;-;-;Suco de uva;2017
Nova Caledônia;-;-;Suco de uva;2017
Nova Zelândia;-;-;Suco de uva;2017
Países Baixos;90;234;Suco de uva;2017
Panamá;-;-;Suco de uva;2017
Paquistão;-;-;Suco de uva;2017
Paraguai;120.644;188.985;Suco de uva;2017
Peru;-;-;Suco de uva;2017
Polônia;-;-;Suco de uva;2017
Porto Rico;-;-;Suco de uva;2017
Portugal;-;-;Suco de uva;2017
Quênia;-;-;Suco de uva;2017
Reino Unido;457;929;Suco de uva;2017
República Centro Africana;-;-;Suco de uva;2017
República Dominicana;44.520;169.620;Suco de uva;2017
República Federativa da Rússia;-;-;Suco de uva;2017
Rússia;-;-;Suco de uva;2017
São Tomé e Príncipe;120;442;Suco de uva;2017
Senegal;-;-;Suco de uva;2017
Serra Leoa;-;-;Suco de uva;2017
Singapura;-;-;Suco de uva;2017
Sri Lanka;-;-;Suco de uva;2017
Suécia;-;-;Suco de uva;2017
Suíça;-;-;Suco de uva;2017
Suriname;19.000;71.250;Suco de uva;2017
Tailândia;6.720;23.275;Suco de uva;2017
Taiwan (Formosa);-;-;Suco de uva;2017
Tanzânia;-;-;Suco de uva;2017
Tcheca, República;194;457;Suco de uva;2017
Togo;-;-;Suco de uva;2017
Trinidade e Tobago;18.550;63.977;Suco de uva;2017
Turquia;-;-;Suco de uva;2017
Uruguai;-;-;Suco de uva;2017
Vanuatu;-;-;Suco de uva;2017
Venezuela;-;-;Suco de uva;2017
Total;2.274.633;6.335.596;Suco de uva;2017
Afeganistão;-;-;Vinhos de mesa;2018
África do Sul;-;-;Vinhos de mesa;2018
Alemanha, República Democrática;10.794;45.382;Vinhos de mesa;2018
Angola;477;709;Vinhos de mesa;2018
Anguilla;-;-;Vinhos de mesa;2018
Antígua e Barbuda;37;191;Vinhos de mesa;2018
Antilhas Holandesas;-;-;Vinhos de mesa;2018
Argentina;15.711;59.150;Vinhos de mesa;2018
Aruba;-;-;Vinhos de mesa;2018
Austrália;2.055;6.902;Vinhos de mesa;2018
Áustria;-;-;Vinhos de mesa;2018
Bahamas;141;634;Vinhos de mesa;2018
Bangladesh;-;-;Vinhos de mesa;2018
Barbados;-;-;Vinhos de mesa;2018
Barein;-;-;Vinhos de mesa;2018
Bélgica;7.497;52.799;Vinhos de mesa;2018
Belice;-;-;Vinhos de mesa;2018
Benin;-;-;Vinhos de mesa;2018
Bolívia;21.566;57.424;Vinhos de mesa;2018
Bósnia-Herzegovina;-;-;Vinhos de mesa;2018
Brasil;-;-;Vinhos de mesa;2018
Bulgária;-;-;Vinhos de mesa;2018
Cabo Verde;18;48;Vinhos de mesa;2018
Camarões;-;-;Vinhos de mesa;2018
Canadá;5.308;20.414;Vinhos de mesa;2018
Catar;-;-;Vinhos de mesa;2018
Cayman, Ilhas;19;203;Vinhos de mesa;2018
Chile;11.049;42.832;Vinhos de mesa;2018
China;30.835;126.336;Vinhos de mesa;2018
Chipre;279;480;Vinhos de mesa;2018
Cingapura;3.298;11.616;Vinhos de mesa;2018
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2018
Colômbia;6.944;26.273;Vinhos de mesa;2018
Comores;-;-;Vinhos de mesa;2018
Congo;-;-;Vinhos de mesa;2018
Coreia, Republica Sul;120;109;Vinhos de mesa;2018
Costa do Marfim;-;-;Vinhos de mesa;2018
Costa Rica;-;-;Vinhos de mesa;2018
Croácia;-;-;Vinhos de mesa;2018
Cuba;4.776;5.584;Vinhos de mesa;2018
Curaçao;23.930;43.676;Vinhos de mesa;2018
Dinamarca;-;-;Vinhos de mesa;2018
Dominica;-;-;Vinhos de mesa;2018
El Salvador;-;-;Vinhos de mesa;2018
Emirados Arabes Unidos;360;1.762;Vinhos de mesa;2018
Equador;-;-;Vinhos de mesa;2018
Eslovaca, Republica;-;-;Vinhos de mesa;2018
Espanha;6.123;22.631;Vinhos de mesa;2018
Estados Unidos;169.109;512.519;Vinhos de mesa;2018
Estônia;-;-;Vinhos de mesa;2018
Filipinas;9.608;16.205;Vinhos de mesa;2018
Finlândia;-;-;Vinhos de mesa;2018
França;11.077;48.677;Vinhos de mesa;2018
Gana;9.000;13.502;Vinhos de mesa;2018
Gibraltar;-;-;Vinhos de mesa;2018
Granada;-;-;Vinhos de mesa;2018
Grécia;232;730;Vinhos de mesa;2018
Guatemala;-;-;Vinhos de mesa;2018
Guiana;-;-;Vinhos de mesa;2018
Guiana Francesa;-;-;Vinhos de mesa;2018
Guine Bissau;-;-;Vinhos de mesa;2018
Guine Equatorial;8.389;26.808;Vinhos de mesa;2018
Haiti;79.500;144.425;Vinhos de mesa;2018
Honduras;-;-;Vinhos de mesa;2018
Hong Kong;1.742;9.029;Vinhos de mesa;2018
Hungria;-;-;Vinhos de mesa;2018
Ilha de Man;-;-;Vinhos de mesa;2018
Ilhas Virgens;-;-;Vinhos de mesa;2018
India;-;-;Vinhos de mesa;2018
Indonésia;-;-;Vinhos de mesa;2018
Irã;-;-;Vinhos de mesa;2018
Iraque;-;-;Vinhos de mesa;2018
Irlanda;7.560;25.767;Vinhos de mesa;2018
Itália;3.661;13.260;Vinhos de mesa;2018
Jamaica;-;-;Vinhos de mesa;2018
Japão;36.992;112.342;Vinhos de mesa;2018
Jordânia;-;-;Vinhos de mesa;2018
Letônia;-;-;Vinhos de mesa;2018
Líbano;-;-;Vinhos de mesa;2018
Libéria;658;3.100;Vinhos de mesa;2018
Luxemburgo;1.778;11.053;Vinhos de mesa;2018
Malásia;15;33;Vinhos de mesa;2018
Malta;503;1.192;Vinhos de mesa;2018
Marshall, Ilhas;923;2.436;Vinhos de mesa;2018
Mauritânia;-;-;Vinhos de mesa;2018
México;2.748;9.744;Vinhos de mesa;2018
Moçambique;-;-;Vinhos de mesa;2018
Montenegro;-;-;Vinhos de mesa;2018
Namibia;-;-;Vinhos de mesa;2018
Nicaragua;-;-;Vinhos de mesa;2018
Nigéria;5.175;6.250;Vinhos de mesa;2018
Noruega;1.295;9.847;Vinhos de mesa;2018
Nova Caledônia;-;-;Vinhos de mesa;2018
Nova Zelândia;969;5.565;Vinhos de mesa;2018
Omã;-;-;Vinhos de mesa;2018
Países Baixos;9.451;32.395;Vinhos de mesa;2018
Panamá;1.183;3.117;Vinhos de mesa;2018
Paraguai;3.234.168;5.494.321;Vinhos de mesa;2018
Peru;5.193;19.372;Vinhos de mesa;2018
Polônia;720;4.679;Vinhos de mesa;2018
Porto Rico;-;-;Vinhos de mesa;2018
Portugal;-;-;Vinhos de mesa;2018
Quênia;6.771;31.225;Vinhos de mesa;2018
Reino Unido;67.708;296.827;Vinhos de mesa;2018
República Dominicana;-;-;Vinhos de mesa;2018
Rússia;-;-;Vinhos de mesa;2018
São Tomé e Príncipe;2.184;2.357;Vinhos de mesa;2018
São Vicente e Granadinas;-;-;Vinhos de mesa;2018
Senegal;-;-;Vinhos de mesa;2018
Serra Leoa;-;-;Vinhos de mesa;2018
Singapura;-;-;Vinhos de mesa;2018
Suazilândia;-;-;Vinhos de mesa;2018
Suécia;8.062;34.563;Vinhos de mesa;2018
Suíça;-;-;Vinhos de mesa;2018
Suriname;-;-;Vinhos de mesa;2018
Tailândia;8;45;Vinhos de mesa;2018
Taiwan (FORMOSA);7.589;18.421;Vinhos de mesa;2018
Tanzânia;-;-;Vinhos de mesa;2018
Tcheca, República;2.712;20.980;Vinhos de mesa;2018
Togo;-;-;Vinhos de mesa;2018
Trinidade Tobago;-;-;Vinhos de mesa;2018
Tunísia;-;-;Vinhos de mesa;2018
Turquia;360;150;Vinhos de mesa;2018
Tuvalu;-;-;Vinhos de mesa;2018
Uruguai;7.711;29.617;Vinhos de mesa;2018
Vanuatu;-;-;Vinhos de mesa;2018
Venezuela;71;355;Vinhos de mesa;2018
Vietnã;-;-;Vinhos de mesa;2018
Total;3.856.162;7.486.063;Vinhos de mesa;2018
Alemanha;4.092;21.373;Espumantes;2018
Angola;63;280;Espumantes;2018
Antigua e Barbuda;-;-;Espumantes;2018
Antilhas Holandesas;-;-;Espumantes;2018
Argentina;4.342;17.243;Espumantes;2018
Aruba;18;7;Espumantes;2018
Australia;-;-;Espumantes;2018
Bahamas;5;17;Espumantes;2018
Bangladesh;-;-;Espumantes;2018
Barbados;-;-;Espumantes;2018
Belgica;1.800;10.555;Espumantes;2018
Benin;-;-;Espumantes;2018
Bermudas;-;-;Espumantes;2018
Bolívia;5.891;25.277;Espumantes;2018
Bósnia-Herzegovina;-;-;Espumantes;2018
Bulgaria;-;-;Espumantes;2018
Cabo Verde;-;-;Espumantes;2018
Camarões;90;284;Espumantes;2018
Canada;23;94;Espumantes;2018
Catar;-;-;Espumantes;2018
Cayman, Ilhas;-;-;Espumantes;2018
Chile;25.481;208.521;Espumantes;2018
China;19.490;58.871;Espumantes;2018
Chipre;-;-;Espumantes;2018
Cingapura;47.214;135.547;Espumantes;2018
Colombia;2.309;8.637;Espumantes;2018
Coreia do Sul, Republica da;3;15;Espumantes;2018
Costa Rica;-;-;Espumantes;2018
Cuba;1;2;Espumantes;2018
Curaçao;801;2.256;Espumantes;2018
Dinamarca;662;3.530;Espumantes;2018
Dominica;-;-;Espumantes;2018
El Salvador;1;10;Espumantes;2018
Emirados Arabes Unidos;-;-;Espumantes;2018
Equador;-;-;Espumantes;2018
Espanha;2.271;9.453;Espumantes;2018
Estados Unidos;28.542;172.961;Espumantes;2018
Estonia;-;-;Espumantes;2018
Falkland (Malvinas);-;-;Espumantes;2018
Filipinas;-;-;Espumantes;2018
Filânldia;-;-;Espumantes;2018
França;2.163;9.147;Espumantes;2018
Gana;-;-;Espumantes;2018
Gibraltar;-;-;Espumantes;2018
Granada;-;-;Espumantes;2018
Grêcia;63;391;Espumantes;2018
Guatemala;206;1.052;Espumantes;2018
Guiana;-;-;Espumantes;2018
Guiné Equatorial;-;-;Espumantes;2018
Guiné-Bissau;-;-;Espumantes;2018
Haiti;-;-;Espumantes;2018
Honduras;-;-;Espumantes;2018
Hong Kong;225;1.704;Espumantes;2018
Hungria;-;-;Espumantes;2018
Ilha de Man;-;-;Espumantes;2018
Índia;-;-;Espumantes;2018
Iraque;-;-;Espumantes;2018
Irlanda;-;-;Espumantes;2018
Islândia;-;-;Espumantes;2018
Italia;1.307;5.331;Espumantes;2018
Japão;7.853;34.532;Espumantes;2018
Jordânia;-;-;Espumantes;2018
Letonia;-;-;Espumantes;2018
Líbano;-;-;Espumantes;2018
Libéria;300;444;Espumantes;2018
Luxemburgo;113;655;Espumantes;2018
Maldivas;-;-;Espumantes;2018
Malta;-;-;Espumantes;2018
Marshall, Ilhas;158;604;Espumantes;2018
Montenegro;-;-;Espumantes;2018
Mexico;737;2.476;Espumantes;2018
Nicarágua;-;-;Espumantes;2018
Nigéria;976;4.029;Espumantes;2018
Noruega;81;300;Espumantes;2018
Nova Zelandia;15;168;Espumantes;2018
Paises Baixos (Holanda);-;-;Espumantes;2018
Panama;319;740;Espumantes;2018
Paraguai;92.114;205.510;Espumantes;2018
Peru;1.577;6.379;Espumantes;2018
Polonia;23.099;73.608;Espumantes;2018
Porto Rico;100;1.512;Espumantes;2018
Portugal;1.552;23.255;Espumantes;2018
Quenia;-;-;Espumantes;2018
Reino Unido;14.626;72.651;Espumantes;2018
Republica Dominicana;-;-;Espumantes;2018
Republica Tcheca;-;-;Espumantes;2018
Russia;47.765;18.240;Espumantes;2018
Serra Leoa;-;-;Espumantes;2018
Singapura;-;-;Espumantes;2018
Suecia;54;218;Espumantes;2018
Suiça;-;-;Espumantes;2018
Suriname;-;-;Espumantes;2018
Tailandia;-;-;Espumantes;2018
Taiwan (Formosa);-;-;Espumantes;2018
Trinidade e Tobago;-;-;Espumantes;2018
Turquia;-;-;Espumantes;2018
Uruguai;9.265;34.039;Espumantes;2018
Vanuatu;-;-;Espumantes;2018
Venezuela;5;10;Espumantes;2018
Vietnã;-;-;Espumantes;2018
Outros(1);-;-;Espumantes;2018
Total;347.772;1.171.928;Espumantes;2018
Africa do Sul;-;-;Uvas frescas;2018
Alemanha, República Democrática;2.870.420;5.833.592;Uvas frescas;2018
Angola;15;33;Uvas frescas;2018
Antígua e Barbuda;65;164;Uvas frescas;2018
Arabia Saudita;14.725;28.615;Uvas frescas;2018
Argélia;20.672;30.968;Uvas frescas;2018
Argentina;1.536.650;2.478.547;Uvas frescas;2018
Áustria;-;-;Uvas frescas;2018
Bahamas;25.630;52.046;Uvas frescas;2018
Bahrein;-;-;Uvas frescas;2018
Bangladesh;-;-;Uvas frescas;2018
Barbados;15;59;Uvas frescas;2018
Barein;27;105;Uvas frescas;2018
Bélgica;150.493;281.779;Uvas frescas;2018
Belize;-;-;Uvas frescas;2018
Bermudas;23;69;Uvas frescas;2018
Bolívia;10;97;Uvas frescas;2018
Bosnia;-;-;Uvas frescas;2018
Brasil;-;-;Uvas frescas;2018
Bulgária;-;-;Uvas frescas;2018
Burquina Faso;-;-;Uvas frescas;2018
Cabo Verde;-;-;Uvas frescas;2018
Camarões;-;-;Uvas frescas;2018
Camores;-;-;Uvas frescas;2018
Canadá;36.798;171.155;Uvas frescas;2018
Catar;1.100;4.932;Uvas frescas;2018
Cayman, Ilhas;61;140;Uvas frescas;2018
Chile;25;81;Uvas frescas;2018
China;418;1.132;Uvas frescas;2018
Chipre;414;1.005;Uvas frescas;2018
Cingapura;1.705;5.375;Uvas frescas;2018
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2018
Colombia;-;-;Uvas frescas;2018
Congo;-;-;Uvas frescas;2018
Coreia do Norte;-;-;Uvas frescas;2018
Coreia do Sul;54;154;Uvas frescas;2018
Costa do Marfim;-;-;Uvas frescas;2018
Coveite;-;-;Uvas frescas;2018
Croácia;-;-;Uvas frescas;2018
Curaçao;-;-;Uvas frescas;2018
Dinamarca;102.775;192.891;Uvas frescas;2018
Djibuti;-;-;Uvas frescas;2018
Egito;10;40;Uvas frescas;2018
Emirados Arabes Unidos;365.615;899.131;Uvas frescas;2018
Eslovenia;10;30;Uvas frescas;2018
Espanha;494.802;997.622;Uvas frescas;2018
Estados Unidos;2.682.088;8.288.437;Uvas frescas;2018
Falkland (Ilhas Malvinas);31;93;Uvas frescas;2018
Faroé, Ilhas;-;-;Uvas frescas;2018
Filipinas;114;311;Uvas frescas;2018
Finlândia;-;-;Uvas frescas;2018
França;816;6.549;Uvas frescas;2018
Gabão;-;-;Uvas frescas;2018
Gana;-;-;Uvas frescas;2018
Georgia;-;-;Uvas frescas;2018
Gibraltar;69;175;Uvas frescas;2018
Grêcia;1.456;3.566;Uvas frescas;2018
Guadalupe;-;-;Uvas frescas;2018
Guiana;-;-;Uvas frescas;2018
Guiana Francesa;64;362;Uvas frescas;2018
Guine Equatorial;-;-;Uvas frescas;2018
Honduras;-;-;Uvas frescas;2018
Hong Kong;1.105;3.283;Uvas frescas;2018
Ilha de Man;48;116;Uvas frescas;2018
Ilhas Virgens;-;-;Uvas frescas;2018
Índia;341;684;Uvas frescas;2018
Indonésia;-;-;Uvas frescas;2018
Irã;-;-;Uvas frescas;2018
Irlanda;143.330;243.068;Uvas frescas;2018
Islandia;13.000;20.725;Uvas frescas;2018
Itália;28;94;Uvas frescas;2018
Japão;239;840;Uvas frescas;2018
Jérsei;-;-;Uvas frescas;2018
Jordânia;-;-;Uvas frescas;2018
Letonia;-;-;Uvas frescas;2018
Líbano;-;-;Uvas frescas;2018
Libéria;1.297;4.183;Uvas frescas;2018
Líbia;-;-;Uvas frescas;2018
Lituania;-;-;Uvas frescas;2018
Luxemburgo;-;-;Uvas frescas;2018
Malasia;30;101;Uvas frescas;2018
Malta;689;1.720;Uvas frescas;2018
Marrocos;-;-;Uvas frescas;2018
Marshall, Ilhas;1.430;4.184;Uvas frescas;2018
Martinica;-;-;Uvas frescas;2018
Mauricio;-;-;Uvas frescas;2018
Mauritânia;-;-;Uvas frescas;2018
Mexico;-;-;Uvas frescas;2018
Mônaco;-;-;Uvas frescas;2018
Mongólia;-;-;Uvas frescas;2018
Montenegro;-;-;Uvas frescas;2018
Nigéria;-;-;Uvas frescas;2018
Noruega;168.732;381.452;Uvas frescas;2018
Omã;-;-;Uvas frescas;2018
Países Baixos;22.330.171;46.725.512;Uvas frescas;2018
Panamá;1.675;5.358;Uvas frescas;2018
Paquistão;-;-;Uvas frescas;2018
Paraguai;-;-;Uvas frescas;2018
Polonia;-;-;Uvas frescas;2018
Porto Rico;-;-;Uvas frescas;2018
Portugal;205;676;Uvas frescas;2018
Reino Unido;8.558.646;20.872.314;Uvas frescas;2018
Republica Dominicana;-;-;Uvas frescas;2018
Romênia;40;172;Uvas frescas;2018
Russia,  Federação da;80;454;Uvas frescas;2018
Samoa Americana;-;-;Uvas frescas;2018
São Tomé e Principe;-;-;Uvas frescas;2018
São Vicente e Granadinas;-;-;Uvas frescas;2018
Serra Leoa;-;-;Uvas frescas;2018
Senegal;-;-;Uvas frescas;2018
Singapura;-;-;Uvas frescas;2018
Sri Lanka;-;-;Uvas frescas;2018
Suécia;101.350;211.213;Uvas frescas;2018
Suíça;1.022;8.624;Uvas frescas;2018
Suriname;-;-;Uvas frescas;2018
Tailândia;113;495;Uvas frescas;2018
Taiwan;39;115;Uvas frescas;2018
Togo;-;-;Uvas frescas;2018
Trindade e Tobago;-;-;Uvas frescas;2018
Turcas e Caicos, ilhas;-;-;Uvas frescas;2018
Turquia;126;440;Uvas frescas;2018
Tuvalu;1;3;Uvas frescas;2018
Uruguai;187.316;301.600;Uvas frescas;2018
Vanuatu;-;-;Uvas frescas;2018
Venezuela;-;-;Uvas frescas;2018
Vietnã;10;51;Uvas frescas;2018
Provisão de Navios e Aeronaves;30;55;Uvas frescas;2018
Total;39.818.263;88.066.787;Uvas frescas;2018
África do Sul;-;-;Suco de uva;2018
Alemanha, República Democrática da;96;91;Suco de uva;2018
Angola;1.895;1.553;Suco de uva;2018
Antígua e Barbuda;48;53;Suco de uva;2018
Antilhas Holandesas;-;-;Suco de uva;2018
Arábia Saudita;-;-;Suco de uva;2018
Argélia;16;33;Suco de uva;2018
Argentina;795;3.458;Suco de uva;2018
Aruba;-;-;Suco de uva;2018
Austrália;580;2.193;Suco de uva;2018
Áustria;-;-;Suco de uva;2018
Bahamas;12;13;Suco de uva;2018
Bangladesh;-;-;Suco de uva;2018
Barbados;-;-;Suco de uva;2018
Barein;-;-;Suco de uva;2018
Bélgica;27;54;Suco de uva;2018
Belize;-;-;Suco de uva;2018
Benin;-;-;Suco de uva;2018
Bermudas;-;-;Suco de uva;2018
Birmânia;-;-;Suco de uva;2018
